福島県	若松	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=36&block_no=47570&year=&month=&day=&view=
福島県	福島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=36&block_no=47595&year=&month=&day=&view=
福島県	白川	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=36&block_no=47597&year=&month=&day=&view=
福島県	小名浜	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=36&block_no=47598&year=&month=&day=&view=
茨城県	水戸	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=40&block_no=47629&year=&month=&day=&view=
茨城県	つくば	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=40&block_no=47646&year=&month=&day=&view=
栃木県	日光	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=41&block_no=47690&year=&month=&day=&view=
栃木県	宇都宮	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=41&block_no=47615&year=&month=&day=&view=
群馬県	前橋	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=42&block_no=47624&year=&month=&day=&view=
長野県	長野	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=48&block_no=47610&year=&month=&day=&view=
長野県	松本	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=48&block_no=47618&year=&month=&day=&view=
長野県	諏訪	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=48&block_no=47620&year=&month=&day=&view=
長野県	飯田	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=48&block_no=47637&year=&month=&day=&view=
埼玉県	秩父	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=43&block_no=47641&year=&month=&day=&view=
埼玉県	熊谷	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=43&block_no=47626&year=&month=&day=&view=
千葉県	千葉	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=45&block_no=47682&year=&month=&day=&view=
千葉県	銚子	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=45&block_no=47648&year=&month=&day=&view=
千葉県	勝浦	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=45&block_no=47674&year=&month=&day=&view=
千葉県	館山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=45&block_no=47672&year=&month=&day=&view=
東京都	東京	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=44&block_no=47662&year=&month=&day=&view=
神奈川県	横浜	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=46&block_no=47670&year=&month=&day=&view=
山梨県	甲府	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=49&block_no=47638&year=&month=&day=&view=
山梨県	河口湖	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=49&block_no=47640&year=&month=&day=&view=
静岡県	三島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47657&year=&month=&day=&view=
静岡県	網代	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47668&year=&month=&day=&view=
静岡県	石廊崎	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47666&year=&month=&day=&view=
静岡県	静岡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47656&year=&month=&day=&view=
静岡県	御前崎	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47655&year=&month=&day=&view=
静岡県	浜松	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=50&block_no=47654&year=&month=&day=&view=
愛知県	名古屋	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=51&block_no=47636&year=&month=&day=&view=
愛知県	伊良湖	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=51&block_no=47653&year=&month=&day=&view=
岐阜県	高山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=52&block_no=47617&year=&month=&day=&view=
岐阜県	岐阜	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=52&block_no=47632&year=&month=&day=&view=
富山県	富山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=55&block_no=47607&year=&month=&day=&view=
富山県	伏木	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=55&block_no=47606&year=&month=&day=&view=
石川県	輪島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=56&block_no=47600&year=&month=&day=&view=
石川県	金沢	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=56&block_no=47605&year=&month=&day=&view=
福井県	福井	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=57&block_no=47616&year=&month=&day=&view=
福井県	敦賀	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=57&block_no=47631&year=&month=&day=&view=
滋賀県	伊吹山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=60&block_no=47751&year=&month=&day=&view=
滋賀県	彦根	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=60&block_no=47761&year=&month=&day=&view=
三重県	四日市	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=53&block_no=47684&year=&month=&day=&view=
三重県	津	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=53&block_no=47651&year=&month=&day=&view=
三重県	上野	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=53&block_no=47649&year=&month=&day=&view=
三重県	尾鷲	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=53&block_no=47663&year=&month=&day=&view=
京都府	舞鶴	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=61&block_no=47750&year=&month=&day=&view=
京都府	京都	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=61&block_no=47759&year=&month=&day=&view=
奈良県	奈良	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=64&block_no=47780&year=&month=&day=&view=
大阪府	大阪	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=62&block_no=47772&year=&month=&day=&view=
和歌山県	和歌山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=65&block_no=47777&year=&month=&day=&view=
和歌山県	潮岬	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=65&block_no=47778&year=&month=&day=&view=
兵庫県	豊岡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=63&block_no=47747&year=2019&month=2&day=&view=
兵庫県	姫路	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=63&block_no=47769&year=2019&month=2&day=&view=
兵庫県	神戸	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=63&block_no=47770&year=2019&month=2&day=&view=
兵庫県	洲本	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=63&block_no=47776&year=2019&month=2&day=&view=
鳥取県	鳥取	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=69&block_no=47746&year=2019&month=2&day=&view=
鳥取県	米子	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=69&block_no=47744&year=2019&month=2&day=&view=
鳥取県	境	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=69&block_no=47742&year=2019&month=2&day=&view=
岡山県	津山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=66&block_no=47756&year=2019&month=2&day=&view=
岡山県	岡山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=66&block_no=47768&year=2019&month=2&day=&view=
島根県	松江	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=68&block_no=47741&year=2019&month=2&day=&view=
島根県	浜田	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=68&block_no=47755&year=2019&month=2&day=&view=
広島県	福山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=67&block_no=47767&year=2019&month=2&day=&view=
広島県	広島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=67&block_no=47765&year=2019&month=2&day=&view=
広島県	呉	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=67&block_no=47766&year=2019&month=2&day=&view=
山口県	萩	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=81&block_no=47754&year=2019&month=2&day=&view=
山口県	山口	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=81&block_no=47784&year=2019&month=2&day=&view=
山口県	下関	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=81&block_no=47762&year=2019&month=2&day=&view=
愛媛県	松山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=73&block_no=47887&year=2019&month=2&day=&view=
愛媛県	宇和島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=73&block_no=47892&year=2019&month=2&day=&view=
高知県	清水	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=74&block_no=47898&year=2019&month=2&day=&view=
高知県	宿毛	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=74&block_no=47897&year=2019&month=2&day=&view=
高知県	高知	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=74&block_no=47893&year=2019&month=2&day=&view=
高知県	室戸岬	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=74&block_no=47899&year=2019&month=2&day=&view=
徳島県	徳島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=71&block_no=47895&year=2019&month=2&day=&view=
徳島県	剣山	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=71&block_no=47894&year=2019&month=2&day=&view=
香川県	高松	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=72&block_no=47891&year=2019&month=2&day=&view=
香川県	多度津	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=72&block_no=47890&year=2019&month=2&day=&view=
福岡県	飯塚	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=82&block_no=47809&year=2019&month=2&day=&view=
福岡県	福岡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=82&block_no=47807&year=2019&month=2&day=&view=
大分県	日田	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=83&block_no=47814&year=2019&month=2&day=&view=
大分県	大分	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=83&block_no=47815&year=2019&month=2&day=&view=
佐賀県	佐賀	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=85&block_no=47813&year=2019&month=2&day=&view=
熊本県	熊本	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=86&block_no=47819&year=2019&month=2&day=&view=
熊本県	人吉	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=86&block_no=47824&year=2019&month=2&day=&view=
熊本県	牛深	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=86&block_no=47838&year=2019&month=2&day=&view=
宮崎県	延岡	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=87&block_no=47822&year=2019&month=2&day=&view=
宮崎県	宮崎	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=87&block_no=47830&year=2019&month=2&day=&view=
宮崎県	油津	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=87&block_no=47835&year=2019&month=2&day=&view=
宮崎県	都城	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=87&block_no=47829&year=2019&month=2&day=&view=
長崎県	佐世保	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=84&block_no=47812&year=2019&month=2&day=&view=
長崎県	平戸	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=84&block_no=47805&year=2019&month=2&day=&view=
長崎県	厳原	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=84&block_no=47800&year=2019&month=2&day=&view=
長崎県	福江	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=84&block_no=47843&year=2019&month=2&day=&view=
長崎県	長崎	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=84&block_no=47817&year=2019&month=2&day=&view=
鹿児島県	阿久根	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47823&year=2019&month=2&day=&view=
鹿児島県	鹿児島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47827&year=2019&month=2&day=&view=
鹿児島県	枕崎	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47831&year=2019&month=2&day=&view=
鹿児島県	種子島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47837&year=2019&month=2&day=&view=
鹿児島県	屋久島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47836&year=2019&month=2&day=&view=
鹿児島県	名瀬	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=88&block_no=47909&year=2019&month=2&day=&view=
沖縄県	名護	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=91&block_no=47940&year=2019&month=2&day=&view=
沖縄県	那覇	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=91&block_no=47936&year=2019&month=2&day=&view=
沖縄県	宮古島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=91&block_no=47927&year=2019&month=2&day=&view=
沖縄県	西表島	https://www.data.jma.go.jp/obd/stats/etrn/index.php?prec_no=91&block_no=47917&year=2019&month=2&day=&view=
